Data-ID,Result-State,Result-Detail,payloadParam.etapa,flagErroBacen,marcacaoMesa,rendaLiquidaPicpay,rendaLiquidaPicpayBatch,listaRestritivosBacen#1.saldoVencido,listaRestritivosBacen#1.prejuizo,listaRestritivosBacen#1.creditoAVencerAdpos,listaRestritivosBacen#1.creditoFinanciadoCartoes,listaRestritivosBacen#1.creditoVencidoCartao,listaRestritivosBacen#1.creditoAVencerCartao,listaRestritivosBacen#1.limiteCartaoDisponivel,listaRestritivosBacen#1.limiteChequeDisponivel,listaRestritivosBacen#1.saldoBacenCheque,listaRestritivosBacen#1.renegociacaoBacen,listaRestritivosBacen#2.saldoVencido,listaRestritivosBacen#2.prejuizo,listaRestritivosBacen#2.creditoAVencerAdpos,listaRestritivosBacen#2.creditoFinanciadoCartoes,listaRestritivosBacen#2.creditoVencidoCartao,listaRestritivosBacen#2.creditoAVencerCartao,listaRestritivosBacen#2.limiteCartaoDisponivel,listaRestritivosBacen#2.limiteChequeDisponivel,listaRestritivosBacen#2.saldoBacenCheque,listaRestritivosBacen#2.renegociacaoBacen,listaRestritivosBacen#3.saldoVencido,listaRestritivosBacen#3.prejuizo,listaRestritivosBacen#3.creditoAVencerAdpos,listaRestritivosBacen#3.creditoFinanciadoCartoes,listaRestritivosBacen#3.creditoVencidoCartao,listaRestritivosBacen#3.creditoAVencerCartao,listaRestritivosBacen#3.limiteCartaoDisponivel,listaRestritivosBacen#3.limiteChequeDisponivel,listaRestritivosBacen#3.saldoBacenCheque,listaRestritivosBacen#3.renegociacaoBacen,result:regrasNegativas#1.nomeRegra,expected:regrasNegativas#1.nomeRegra,result:regrasNegativas#1.descRegra,expected:regrasNegativas#1.descRegra,result:regrasNegativas#2.nomeRegra,expected:regrasNegativas#2.nomeRegra,result:regrasNegativas#2.descRegra,expected:regrasNegativas#2.descRegra,result:regrasNegativas#3.nomeRegra,expected:regrasNegativas#3.nomeRegra,result:regrasNegativas#3.descRegra,expected:regrasNegativas#3.descRegra,result:regrasNegativas#4.nomeRegra,expected:regrasNegativas#4.nomeRegra,result:regrasNegativas#4.descRegra,expected:regrasNegativas#4.descRegra,result:regrasNegativas#5.nomeRegra,expected:regrasNegativas#5.nomeRegra,result:regrasNegativas#5.descRegra,expected:regrasNegativas#5.descRegra,result:regrasNegativas#6.nomeRegra,expected:regrasNegativas#6.nomeRegra,result:regrasNegativas#6.descRegra,expected:regrasNegativas#6.descRegra,result:regrasNegativas#7.nomeRegra,expected:regrasNegativas#7.nomeRegra,result:regrasNegativas#7.descRegra,expected:regrasNegativas#7.descRegra,result:regrasNegativas#8.nomeRegra,expected:regrasNegativas#8.nomeRegra,result:regrasNegativas#8.descRegra,expected:regrasNegativas#8.descRegra,result:regrasNegativas#9.nomeRegra,expected:regrasNegativas#9.nomeRegra,result:regrasNegativas#9.descRegra,expected:regrasNegativas#9.descRegra,result:regrasNegativas#10.nomeRegra,expected:regrasNegativas#10.nomeRegra,result:regrasNegativas#10.descRegra,expected:regrasNegativas#10.descRegra,result:statusDecisao,expected:statusDecisao,result:versionamentoPolitica,expected:versionamentoPolitica
5162,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5163,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5164,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5165,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5166,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5167,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5168,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5169,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5170,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5171,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5172,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5173,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5174,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5175,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5176,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5177,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5178,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5179,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,0,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5180,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5181,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5182,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5183,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5184,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5185,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5186,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5187,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,0,0,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5188,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5189,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5190,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5191,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5192,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5193,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5194,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5195,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,0,0,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5196,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5197,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5198,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5199,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5200,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5201,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5202,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5203,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,0,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5204,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5205,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5206,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5207,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5208,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5209,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5210,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5211,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,0,0,0,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5212,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5213,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5214,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5215,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,0,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5216,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5217,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,0,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5218,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5219,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,0,0,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5220,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5221,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5222,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5223,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5224,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5225,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5226,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5227,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,0,0,0,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5228,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5229,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5230,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5231,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,0,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5232,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5233,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,0,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5234,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5235,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,-99999,0,0,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5236,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5237,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,-99999,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5238,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5239,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5240,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5241,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,0,-99999,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5242,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5243,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,0,0,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5244,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5245,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
5246,,,POLITICA CONCESSAO,false,MESA,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APROVADO,,0
